DATETIME,MARK,LATITUDE_deg,LONGITUDE_deg,TWD_deg,TWS_km_h_1
2025-01-19 03:05:37+00:00,LG1,-36.83501765783876,174.75515961740157,65.53160191656238,35.180279999999996
2025-01-19 03:05:38+00:00,LG1,-36.83501727227122,174.75516074057668,65.40360728782005,35.629560000000005
2025-01-19 03:05:39+00:00,LG1,-36.83501832839101,174.7551627522335,65.47337260048221,35.60544
2025-01-19 03:05:40+00:00,LG1,-36.835018923506155,174.7551605813206,65.81615649891661,37.065960000000004
2025-01-19 03:05:41+00:00,LG1,-36.835019317455604,174.75516009517037,66.39680166020692,36.80316
2025-01-19 03:05:42+00:00,LG1,-36.83502061665059,174.75516163744018,66.97085482345042,36.313919999999996
2025-01-19 03:05:43+00:00,LG1,-36.835019334219396,174.7551639927551,67.36472670674763,35.56296
2025-01-19 03:05:44+00:00,LG1,-36.83501705434175,174.75516509916648,67.64159062471387,34.772760000000005
2025-01-19 03:05:45+00:00,LG1,-36.83501382730901,174.75516240857536,67.58336130863368,34.78499999999999
2025-01-19 03:05:46+00:00,LG1,-36.83501231856646,174.7551588714122,67.57182531205177,34.818479999999994
2025-01-19 03:05:47+00:00,LG1,-36.83501104451714,174.75515863671882,67.57457197790461,35.05824
2025-01-19 03:05:48+00:00,LG1,-36.835010281763964,174.7551552755758,67.57896664326908,35.262359999999994
2025-01-19 03:05:49+00:00,LG1,-36.83501499239355,174.7551461309195,67.58171330912197,35.469
2025-01-19 03:05:50+00:00,LG1,-36.83501569647341,174.755144286901,67.58445997497482,35.64972
2025-01-19 03:05:51+00:00,LG1,-36.835014246404185,174.7551446892322,67.58775597399823,35.54244
2025-01-19 03:05:52+00:00,LG1,-36.83501385245472,174.75514247640947,67.77233191930905,35.43156
2025-01-19 03:05:53+00:00,LG1,-36.83501402847468,174.755137346685,68.52162236396376,35.30664
2025-01-19 03:05:54+00:00,LG1,-36.835018764249995,174.75513780768975,69.25663014618365,35.17596
2025-01-19 03:05:55+00:00,LG1,-36.835024707019336,174.7551423255354,69.94439527573473,34.95024
2025-01-19 03:05:56+00:00,LG1,-36.83503178972749,174.75515098404134,70.58876308481092,34.58592
2025-01-19 03:05:57+00:00,LG1,-36.835036181844785,174.7551628109068,71.20072023682363,34.18452
2025-01-19 03:05:58+00:00,LG1,-36.83503634948283,174.7551736570895,71.77257606738488,33.86952
2025-01-19 03:05:59+00:00,LG1,-36.83503329847009,174.7551814187318,72.30542924283579,33.73631999999999
2025-01-19 03:06:00+00:00,LG1,-36.83502904046327,174.75517788156859,72.5795464949492,34.0002
2025-01-19 03:06:01+00:00,LG1,-36.835029928944984,174.75516972597688,71.6110721152379,35.00748
2025-01-19 03:06:02+00:00,LG1,-36.83503095991909,174.75516118481747,70.56459242530596,34.45236
2025-01-19 03:06:03+00:00,LG1,-36.83503319788725,174.75515649933368,69.58183538315988,34.328160000000004
2025-01-19 03:06:04+00:00,LG1,-36.83503520116212,174.75515619758517,68.65236365855891,34.43904
2025-01-19 03:06:05+00:00,LG1,-36.83503829408437,174.75515621434892,67.84209723197118,34.517160000000004
2025-01-19 03:06:06+00:00,LG1,-36.83504047337919,174.7551560299469,67.96844386120182,34.52148
2025-01-19 03:06:07+00:00,LG1,-36.83504346571862,174.75515883788478,68.21619312112796,34.44156
2025-01-19 03:06:08+00:00,LG1,-36.83504322264342,174.75516402628259,68.4265877254555,34.31268
2025-01-19 03:06:09+00:00,LG1,-36.8350394424051,174.7551667923105,68.62544633320108,34.101000000000006
2025-01-19 03:06:10+00:00,LG1,-36.83503766544164,174.75516643188882,68.39527573473312,33.955560000000006
2025-01-19 03:06:11+00:00,LG1,-36.83503606449813,174.75516738742587,67.57127597888118,33.7932
2025-01-19 03:06:12+00:00,LG1,-36.835035301744924,174.75516842678198,66.96755882442702,33.62364
2025-01-19 03:06:13+00:00,LG1,-36.83503482397647,174.75516719464218,66.54951628162482,33.967439999999996
2025-01-19 03:06:14+00:00,LG1,-36.83503472339364,174.75516395922762,66.37482833338419,34.842960000000005
2025-01-19 03:06:15+00:00,LG1,-36.835034689866006,174.7551614195106,66.28034302804653,34.4052
2025-01-19 03:06:16+00:00,LG1,-36.83503551129251,174.75516213197258,66.22486037781913,34.1172
2025-01-19 03:06:17+00:00,LG1,-36.835035922005765,174.7551631880925,66.48030030213326,34.030440000000006
2025-01-19 03:06:18+00:00,LG1,-36.83503515087068,174.75516401790065,66.75771355327007,33.93612
2025-01-19 03:06:19+00:00,LG1,-36.83503365050999,174.75516767241058,67.05819879757072,33.61392000000001
2025-01-19 03:06:20+00:00,LG1,-36.83503058273344,174.7551705809312,67.34330271309551,33.34248
2025-01-19 03:06:21+00:00,LG1,-36.835026090033374,174.75517115090054,67.61027863399154,33.28128
2025-01-19 03:06:22+00:00,LG1,-36.83502210862935,174.7551710586996,67.62840662862023,33.26256
2025-01-19 03:06:23+00:00,LG1,-36.83501886483281,174.7551687788218,67.12796411023287,33.25319999999999
2025-01-19 03:06:24+00:00,LG1,-36.835017733275905,174.75516658276322,66.75057222205267,33.140159999999995
2025-01-19 03:06:25+00:00,LG1,-36.835016610100844,174.7551641101017,66.60335093234045,32.55696
2025-01-19 03:06:26+00:00,LG1,-36.835015411488705,174.75516309589162,66.57258827478867,32.32116
2025-01-19 03:06:27+00:00,LG1,-36.83501350879669,174.75516172125938,66.42701498458814,31.987800000000004
2025-01-19 03:06:28+00:00,LG1,-36.83501152228563,174.75515909772372,66.19849238563191,32.259240000000005
2025-01-19 03:06:29+00:00,LG1,-36.835011304356165,174.75515623949482,65.99194311349831,32.82696
2025-01-19 03:06:30+00:00,LG1,-36.835011723451316,174.755153096281,65.80132450331128,33.133680000000005
2025-01-19 03:06:31+00:00,LG1,-36.8350103572011,174.75515098404122,65.62279122287667,33.53004
2025-01-19 03:06:32+00:00,LG1,-36.83501184079798,174.7551483353601,65.45579393902402,33.70428
2025-01-19 03:06:33+00:00,LG1,-36.83501288015394,174.75514622312062,65.29593798638874,33.76656
2025-01-19 03:06:34+00:00,LG1,-36.8350126957521,174.75514276139438,65.1492660298471,33.76836
2025-01-19 03:06:35+00:00,LG1,-36.83501210063698,174.755135854706,65.01028473769342,33.723
2025-01-19 03:06:36+00:00,LG1,-36.835013198666275,174.7551351673898,65.2591326639607,33.69384
2025-01-19 03:06:37+00:00,LG1,-36.83501604013144,174.7551351673898,65.75353251747184,33.628679999999996
2025-01-19 03:06:38+00:00,LG1,-36.83502324856819,174.75513519253553,66.20838038270212,33.554159999999996
2025-01-19 03:06:39+00:00,LG1,-36.835030473768725,174.75513822678482,66.6368602557451,33.37236
2025-01-19 03:06:40+00:00,LG1,-36.83503453060983,174.75514991115762,67.04666280098881,32.978159999999995
2025-01-19 03:06:41+00:00,LG1,-36.83503347449006,174.75516234152008,67.42625202185124,32.51052
2025-01-19 03:06:42+00:00,LG1,-36.8350325524807,174.75516994390628,67.78276924954984,32.18868
2025-01-19 03:06:43+00:00,LG1,-36.83503007981926,174.7551699941978,68.11236915189063,31.825439999999997
2025-01-19 03:06:44+00:00,LG1,-36.835027288645506,174.7551644956693,67.86297189245279,30.698280000000004
2025-01-19 03:06:45+00:00,LG1,-36.835028143599615,174.7551602208987,67.13840144047363,30.8916
2025-01-19 03:06:46+00:00,LG1,-36.835030574351535,174.7551542697474,66.46272164067507,31.251240000000006
2025-01-19 03:06:47+00:00,LG1,-36.83503221720457,174.75514951720828,65.8364818262276,31.25304
2025-01-19 03:06:48+00:00,LG1,-36.83503540232778,174.75515183061367,65.24320200201423,31.255559999999996
2025-01-19 03:06:49+00:00,LG1,-36.83503691945225,174.75515323039144,65.36075930051575,31.270319999999998
2025-01-19 03:06:50+00:00,LG1,-36.835039936937406,174.75515693519262,66.60939359721671,31.29516
2025-01-19 03:06:51+00:00,LG1,-36.835037254728384,174.75516145303837,67.804193243202,31.344839999999998
2025-01-19 03:06:52+00:00,LG1,-36.835032359696925,174.75516521651298,68.88418225653861,31.40532
2025-01-19 03:06:53+00:00,LG1,-36.83502827771009,174.75516683421998,69.08029419843135,31.515840000000004
2025-01-19 03:06:54+00:00,LG1,-36.83502580504866,174.7551648812368,69.158299508652,31.569480000000006
2025-01-19 03:06:55+00:00,LG1,-36.835024815984085,174.7551629450174,69.33628345591602,31.93992
2025-01-19 03:06:56+00:00,LG1,-36.835024044848986,174.75516341440385,69.5648060548723,32.36112
2025-01-19 03:06:57+00:00,LG1,-36.835023944266126,174.75516362395135,69.82189397869809,32.61564
2025-01-19 03:06:58+00:00,LG1,-36.83502250257881,174.7551623331383,70.07293923764763,32.870160000000006
2025-01-19 03:06:59+00:00,LG1,-36.83502100221811,174.75516317971062,70.27784051026947,32.38668
2025-01-19 03:07:00+00:00,LG1,-36.835017859004445,174.75516456272408,70.33002716147344,32.095439999999996
2025-01-19 03:07:01+00:00,LG1,-36.83501531928776,174.7551631713287,69.85814996795557,31.937400000000004
2025-01-19 03:07:02+00:00,LG1,-36.8350148918107,174.75516074895847,69.26212347788935,31.759920000000005
2025-01-19 03:07:03+00:00,LG1,-36.83501272089778,174.75515763927262,68.70290231025118,31.614480000000004
2025-01-19 03:07:04+00:00,LG1,-36.835013274103396,174.7551551163198,68.17499313333538,31.61628
2025-01-19 03:07:05+00:00,LG1,-36.835015285760164,174.7551548648628,67.68663594470046,31.617720000000002
2025-01-19 03:07:06+00:00,LG1,-36.835015445016325,174.7551536494866,67.22409741508224,31.5
2025-01-19 03:07:07+00:00,LG1,-36.83501450624317,174.75515011232352,66.80770287179175,31.343040000000002
2025-01-19 03:07:08+00:00,LG1,-36.83501256164163,174.755146868527,67.60478530228583,31.092480000000002
2025-01-19 03:07:09+00:00,LG1,-36.83501111157238,174.75514413602642,69.01382488479263,30.73392
2025-01-19 03:07:10+00:00,LG1,-36.835008840076604,174.7551406323909,70.21631519516589,30.55464
2025-01-19 03:07:11+00:00,LG1,-36.83500440604983,174.7551392074676,71.20511490218817,30.36888
2025-01-19 03:07:12+00:00,LG1,-36.83500203397126,174.75513914879429,71.92748802148502,30.225599999999996
2025-01-19 03:07:13+00:00,LG1,-36.83500286377965,174.75514019653178,71.97308267464219,30.055320000000002
2025-01-19 03:07:14+00:00,LG1,-36.835005462169654,174.75514052342592,71.87090670491655,29.695320000000002
2025-01-19 03:07:15+00:00,LG1,-36.83500915858894,174.7551402719689,71.77532273323772,29.378880000000002
2025-01-19 03:07:16+00:00,LG1,-36.83501261193305,174.75514098443102,71.54680013428144,29.2284
2025-01-19 03:07:17+00:00,LG1,-36.8350148582831,174.7551397606731,70.69588305307168,29.181239999999995
2025-01-19 03:07:18+00:00,LG1,-36.83501442242416,174.75513393525029,70.05151524399547,29.164679999999997
2025-01-19 03:07:19+00:00,LG1,-36.83501410391182,174.7551291072742,69.724112674337,29.1618
2025-01-19 03:07:20+00:00,LG1,-36.8350177751854,174.755127296783,69.38132877590257,29.244600000000002
2025-01-19 03:07:21+00:00,LG1,-36.83502430468799,174.7551239859314,69.05282753990295,29.30292
2025-01-19 03:07:22+00:00,LG1,-36.83503023069352,174.7551254779101,68.74629963072604,29.264400000000002
2025-01-19 03:07:23+00:00,LG1,-36.8350333655253,174.75514034740632,68.45625171666615,29.06172
2025-01-19 03:07:24+00:00,LG1,-36.83503440488131,174.755152232945,68.18817712942898,28.7046
